bundle_final_price,bundle_url,bundle_price,bundle_name,bundle_id,items,bundle_discount
$45.74,http://store.steampowered.com/bundle/656/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$50.84,D4 Complete Edition,656,"[{'genre': 'Adventure, Casual, Indie', 'item_id': '358090', 'discounted_price': '$14.99', 'item_url': 'http://store.steampowered.com/app/358090', 'item_name': 'D4: Dark Dreams Don’t Die -Season One-'}, {'genre': '', 'item_id': '368060', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/368060', 'item_name': ""D4: SWERY's Choice Costume Set -4 Cups of Coffee-""}, {'genre': '', 'item_id': '368061', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/368061', 'item_name': ""D4: SWERY's Choice Costume Set -4 Bottles of Tequila-""}, {'genre': 'Adventure, Casual, Indie', 'item_id': '372510', 'discounted_price': '$3.99', 'item_url': 'http://store.steampowered.com/app/372510', 'item_name': 'D4: Mini Soundtrack'}, {'genre': 'Adventure, Casual, Indie', 'item_id': '372511', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/372511', 'item_name': 'D4: Special Art Book'}, {'genre': 'Adventure, Casual, Indie', 'item_id': '372512', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/372512', 'item_name': 'D4: Season One Voice Over Script'}, {'genre': 'Adventure, Casual, Indie', 'item_id': '373560', 'discounted_price': '$2.99', 'item_url': 'http://store.steampowered.com/app/373560', 'item_name': 'D4: Special Costume Set -12 Beers-'}, {'genre': 'Adventure, Casual, Indie', 'item_id': '380910', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/380910', 'item_name': 'D4: In Game Document Full Unlock Key'}, {'genre': 'Adventure, Casual, Indie', 'item_id': '384220', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/384220', 'item_name': ""D4: David's Costume Full Unlock Key""}, {'genre': 'Adventure, Casual, Indie', 'item_id': '384221', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/384221', 'item_name': ""D4: Forrest's Costume Full Unlock Key""}, {'genre': 'Adventure, Casual, Indie', 'item_id': '384222', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/384222', 'item_name': ""D4: Amanda's Costume Full Unlock Key""}, {'genre': 'Adventure, Casual, Indie', 'item_id': '384223', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/384223', 'item_name': ""D4: Olivia's Costume Full Unlock Key""}, {'genre': 'Adventure, Casual, Indie', 'item_id': '384224', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/384224', 'item_name': ""D4: David's Beard Full Unlock Key""}, {'genre': 'Adventure, Casual, Indie', 'item_id': '384225', 'discounted_price': '$2.99', 'item_url': 'http://store.steampowered.com/app/384225', 'item_name': 'D4: Hand Cursor Set\u3000Vol.1'}, {'genre': 'Adventure, Casual, Indie', 'item_id': '384226', 'discounted_price': '$2.99', 'item_url': 'http://store.steampowered.com/app/384226', 'item_name': 'D4: Hand Cursor Set\u3000Vol.2'}, {'genre': 'Adventure, Casual, Indie', 'item_id': '384227', 'discounted_price': '$2.99', 'item_url': 'http://store.steampowered.com/app/384227', 'item_name': 'D4: Hand Cursor Set\u3000Vol.3'}]",10%
$14.38,http://store.steampowered.com/bundle/718/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$17.98,Neon Drive Game + Soundtrack,718,"[{'genre': 'Action, Indie', 'item_id': '433910', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/433910', 'item_name': 'Neon Drive'}, {'genre': '', 'item_id': '487240', 'discounted_price': '$7.99', 'item_url': 'http://store.steampowered.com/app/487240', 'item_name': 'Neon Drive - Soundtrack'}]",20%
$5.99,http://store.steampowered.com/bundle/459/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$8.96,The Light Sword Bundle,459,"[{'genre': 'Indie, RPG, Strategy', 'item_id': '388440', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/388440', 'item_name': 'Big Journey to Home'}, {'genre': 'Indie, RPG, Strategy', 'item_id': '390630', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/390630', 'item_name': 'Big Journey to Home - Official Soundtrack'}, {'genre': 'Indie, RPG, Strategy', 'item_id': '439710', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/439710', 'item_name': 'Big Journey to Home - Collection of Builds'}, {'genre': 'Adventure, Indie', 'item_id': '447990', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/447990', 'item_name': 'Spectrubes'}]",33%
$5.93,http://store.steampowered.com/bundle/670/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$6.98,Adam DeLease Bundle,670,"[{'genre': 'Action, Adventure, Indie', 'item_id': '391740', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/391740', 'item_name': 'Blaster Shooter GunGuy!'}, {'genre': 'Adventure, Indie', 'item_id': '473450', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/473450', 'item_name': 'The Narrator Is a DICK'}]",15%
$69.97,http://store.steampowered.com/bundle/572/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$69.97,BioShock Triple Pack,572,"[{'genre': 'Action, RPG', 'item_id': '7670', 'discounted_price': '$19.99', 'item_url': 'http://store.steampowered.com/app/7670', 'item_name': 'BioShock™'}, {'genre': 'Action', 'item_id': '8870', 'discounted_price': '$29.99', 'item_url': 'http://store.steampowered.com/app/8870', 'item_name': 'BioShock Infinite'}, {'genre': 'Action', 'item_id': '8850', 'discounted_price': '$19.99', 'item_url': 'http://store.steampowered.com/app/8850', 'item_name': 'BioShock® 2'}]",0%
$134.95,http://store.steampowered.com/bundle/574/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$134.95,Sid Meier's Civilization Anthology,574,"[{'genre': 'Strategy', 'item_id': '3910', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/3910', 'item_name': ""Sid Meier's Civilization® III Complete""}, {'genre': 'Strategy', 'item_id': '3900,3990,8800,16810', 'discounted_price': '$29.99', 'item_url': 'http://store.steampowered.com/app/3900,3990,8800,16810', 'item_name': ""Sid Meier's Civilization IV: The Complete Edition""}, {'genre': 'Strategy', 'item_id': '8930', 'discounted_price': '$29.99', 'item_url': 'http://store.steampowered.com/app/8930', 'item_name': ""Sid Meier's Civilization® V""}, {'genre': 'Strategy', 'item_id': '65980', 'discounted_price': '$39.99', 'item_url': 'http://store.steampowered.com/app/65980', 'item_name': ""Sid Meier's Civilization®: Beyond Earth™""}, {'genre': 'Strategy', 'item_id': '353830', 'discounted_price': '$29.99', 'item_url': 'http://store.steampowered.com/app/353830', 'item_name': ""Sid Meier's Civilization: Beyond Earth - Rising Tide""}]",0%
$1.36,http://store.steampowered.com/bundle/512/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$2.28,The Tambourine Bundle,512,"[{'genre': 'Indie, Simulation, Strategy, Early Access', 'item_id': '408440', 'discounted_price': '$1.49', 'item_url': 'http://store.steampowered.com/app/408440', 'item_name': 'Dream Factory'}, {'genre': 'Casual, Indie, Simulation, Sports, Early Access', 'item_id': '415080', 'discounted_price': '$0.79', 'item_url': 'http://store.steampowered.com/app/415080', 'item_name': 'Cyber Team Manager'}]",40%
$89.91,http://store.steampowered.com/bundle/710/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$99.91,Sakura Bundle,710,"[{'genre': 'Indie', 'item_id': '313740', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/313740', 'item_name': 'Sakura Spirit'}, {'genre': 'Casual, Indie', 'item_id': '342380', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/342380', 'item_name': 'Sakura Angels'}, {'genre': 'Casual, Indie', 'item_id': '375200', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/375200', 'item_name': 'Sakura Fantasy Chapter 1'}, {'genre': 'Indie, Simulation', 'item_id': '377680', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/377680', 'item_name': 'Sakura Beach'}, {'genre': 'Casual, Indie', 'item_id': '402180', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/402180', 'item_name': 'Sakura Swim Club'}, {'genre': 'Adventure, Indie, RPG', 'item_id': '407330', 'discounted_price': '$19.99', 'item_url': 'http://store.steampowered.com/app/407330', 'item_name': 'Sakura Dungeon'}, {'genre': 'Casual, Indie', 'item_id': '407980', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/407980', 'item_name': 'Sakura Beach 2'}, {'genre': 'Adventure, Casual', 'item_id': '421700', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/421700', 'item_name': 'Sakura Santa'}, {'genre': 'Casual, Indie', 'item_id': '517000', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/517000', 'item_name': 'Sakura Shrine Girls'}]",10%
$103.48,http://store.steampowered.com/bundle/683/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$114.98,F1 Fan Bundle,683,"[{'genre': 'Racing, Sports', 'item_id': '286570', 'discounted_price': '$54.99', 'item_url': 'http://store.steampowered.com/app/286570', 'item_name': 'F1 2015'}, {'genre': 'Racing, Simulation, Sports', 'item_id': '391040', 'discounted_price': '$59.99', 'item_url': 'http://store.steampowered.com/app/391040', 'item_name': 'F1 2016'}]",10%
$17.82,http://store.steampowered.com/bundle/608/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$20.97,Lost Lands Collection,608,"[{'genre': 'Adventure, Casual', 'item_id': '372940', 'discounted_price': '$6.99', 'item_url': 'http://store.steampowered.com/app/372940', 'item_name': 'Lost Lands: The Four Horsemen'}, {'genre': 'Adventure, Casual', 'item_id': '377450', 'discounted_price': '$6.99', 'item_url': 'http://store.steampowered.com/app/377450', 'item_name': 'Lost Lands: Dark Overlord'}, {'genre': 'Adventure, Casual', 'item_id': '433000', 'discounted_price': '$6.99', 'item_url': 'http://store.steampowered.com/app/433000', 'item_name': 'Lost Lands: The Golden Curse'}]",15%
$104.89,http://store.steampowered.com/bundle/655/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$209.89,FATHER'S DAY GIFT BUNDLE,655,"[{'genre': 'Free to Play, Massively Multiplayer, Simulation, Sports', 'item_id': '391360', 'discounted_price': '$24.99', 'item_url': 'http://store.steampowered.com/app/391360', 'item_name': 'Bass Fighter Pack'}, {'genre': 'Free to Play, Massively Multiplayer, Simulation, Sports', 'item_id': '391370', 'discounted_price': '$34.99', 'item_url': 'http://store.steampowered.com/app/391370', 'item_name': 'Trout Pioneer Pack'}, {'genre': 'Free to Play, Massively Multiplayer, Simulation, Sports', 'item_id': '413070', 'discounted_price': '$49.99', 'item_url': 'http://store.steampowered.com/app/413070', 'item_name': 'Predator Hunter Pack'}, {'genre': 'Free to Play, Massively Multiplayer, Simulation, Sports', 'item_id': '423361', 'discounted_price': '$14.99', 'item_url': 'http://store.steampowered.com/app/423361', 'item_name': 'Ultralight DLC Pack'}, {'genre': 'Free to Play, Massively Multiplayer, Simulation, Sports', 'item_id': '423362', 'discounted_price': '$49.99', 'item_url': 'http://store.steampowered.com/app/423362', 'item_name': 'Heavy Float Pack'}, {'genre': 'Free to Play, Massively Multiplayer, Simulation, Sports', 'item_id': '423363', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/423363', 'item_name': 'Sport Heavy Casting Pack'}, {'genre': 'Free to Play, Massively Multiplayer, Simulation, Sports', 'item_id': '423364', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/423364', 'item_name': 'Sport Casting Bass Pack'}, {'genre': 'Free to Play, Massively Multiplayer, Simulation, Sports', 'item_id': '423365', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/423365', 'item_name': 'Sport Spinning Trout Pack'}, {'genre': 'Free to Play, Massively Multiplayer, Simulation, Sports', 'item_id': '423366', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/423366', 'item_name': 'Sport Float Pack'}, {'genre': 'Free to Play, Massively Multiplayer, Simulation, Sports', 'item_id': '423367', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/423367', 'item_name': 'Sport Outfit DLC'}, {'genre': 'Free to Play, Massively Multiplayer, Simulation, Sports', 'item_id': '423368', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/423368', 'item_name': 'Sport Ultralight Panfish Pack'}]",50%
$5.21,http://store.steampowered.com/bundle/631/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$5.48,Envoy 1-2,631,"[{'genre': 'Action, Casual, Indie, Simulation', 'item_id': '447970', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/447970', 'item_name': 'Envoy'}, {'genre': 'Adventure, Indie, Simulation', 'item_id': '448940', 'discounted_price': '$0.49', 'item_url': 'http://store.steampowered.com/app/448940', 'item_name': 'Envoy 2'}]",5%
$8.97,http://store.steampowered.com/bundle/696/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$11.97,Premium Bundle Set,696,"[{'genre': 'Action, Indie, Massively Multiplayer, Strategy', 'item_id': '444180', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/444180', 'item_name': 'Techwars Online'}, {'genre': 'Action, Indie, Massively Multiplayer, Strategy', 'item_id': '456250', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/456250', 'item_name': 'Techwars online - Original Soundtrack'}, {'genre': 'Action, Indie, Massively Multiplayer, Strategy', 'item_id': '458800', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/458800', 'item_name': 'Techwars online - Art book'}]",25%
$40.63,http://store.steampowered.com/bundle/570/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$81.63,Zaccaria Pinball - Gold Membership,570,"[{'genre': 'Casual, Simulation, Sports', 'item_id': '478030', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478030', 'item_name': 'Zaccaria Pinball - Locomotion Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478031', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478031', 'item_name': 'Zaccaria Pinball - Devil Riders Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478032', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478032', 'item_name': 'Zaccaria Pinball - Pinball Champ Table Pack'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478033', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478033', 'item_name': 'Zaccaria Pinball - Farfalla Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478034', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478034', 'item_name': 'Zaccaria Pinball - Blackbelt Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478035', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478035', 'item_name': 'Zaccaria Pinball - Robot Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478036', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478036', 'item_name': 'Zaccaria Pinball - Hot Wheels Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478037', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478037', 'item_name': 'Zaccaria Pinball - Soccer Kings Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478038', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478038', 'item_name': 'Zaccaria Pinball - Shooting The Rapids Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478039', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478039', 'item_name': 'Zaccaria Pinball - Star God Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478040', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478040', 'item_name': 'Zaccaria Pinball - Magic Castle Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478041', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478041', 'item_name': 'Zaccaria Pinball - Earth Wind Fire Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478042', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478042', 'item_name': 'Zaccaria Pinball - Clown Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478043', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478043', 'item_name': 'Zaccaria Pinball - Future World Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478044', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478044', 'item_name': 'Zaccaria Pinball - Space Shuttle Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478045', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478045', 'item_name': 'Zaccaria Pinball - Fire Mountain Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478046', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478046', 'item_name': 'Zaccaria Pinball - Winter Sports Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478047', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478047', 'item_name': 'Zaccaria Pinball - Zankor Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478048', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478048', 'item_name': 'Zaccaria Pinball - Pool Champion Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478049', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478049', 'item_name': ""Zaccaria Pinball - Mexico '86 Table""}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478050', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478050', 'item_name': 'Zaccaria Pinball - House of Diamonds Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478051', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478051', 'item_name': 'Zaccaria Pinball - Mystic Star Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478052', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478052', 'item_name': 'Zaccaria Pinball - Spooky Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478053', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478053', 'item_name': ""Zaccaria Pinball - Star's Phoenix Table""}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478054', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478054', 'item_name': 'Zaccaria Pinball - Strike Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478055', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478055', 'item_name': 'Zaccaria Pinball - Aerobatics Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478056', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478056', 'item_name': 'Zaccaria Pinball - Circus Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478057', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478057', 'item_name': 'Zaccaria Pinball - Combat Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478058', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478058', 'item_name': 'Zaccaria Pinball - Moon Flight Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '485140', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/485140', 'item_name': 'Zaccaria Pinball - Lucky Fruit Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '485141', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/485141', 'item_name': 'Zaccaria Pinball - Universe Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '485142', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/485142', 'item_name': 'Zaccaria Pinball - Supersonic Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '485143', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/485143', 'item_name': 'Zaccaria Pinball - Cine Star Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '485144', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/485144', 'item_name': ""Zaccaria Pinball - Wood's Queen Table""}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '485145', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/485145', 'item_name': 'Zaccaria Pinball - Nautilus Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '485146', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/485146', 'item_name': 'Zaccaria Pinball - Red Show Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '486190', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/486190', 'item_name': 'Zaccaria Pinball - Bronze Membership'}]",50%
$10.78,http://store.steampowered.com/bundle/649/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$11.98,.EXE - Game + OST,649,"[{'genre': 'Action, Adventure, Indie', 'item_id': '471640', 'discounted_price': '$5.99', 'item_url': 'http://store.steampowered.com/app/471640', 'item_name': '.EXE'}, {'genre': 'Action, Adventure, Indie', 'item_id': '489990', 'discounted_price': '$5.99', 'item_url': 'http://store.steampowered.com/app/489990', 'item_name': '.EXE - OST'}]",10%
